1707808210,28,2,3,3,2,3,3,447,121,24,1,0,0,38656,676
1707808270,28,2,3,3,2,3,3,447,121,24,1,0,0,38656,676
1707808330,28,2,3,3,2,3,3,447,121,24,1,0,0,38656,676
1707808390,28,2,2,2,2,2,2,441,112,21,1,0,0,38656,654
1707808450,28,2,2,2,2,2,2,441,112,21,1,0,0,38656,654
1707808510,28,2,2,2,2,2,2,441,112,21,1,0,0,38656,654
1707808571,28,1,2,2,1,2,2,432,99,20,1,0,0,38656,629
1707808631,28,1,2,2,1,2,2,432,99,20,1,0,0,38656,629
1707808691,28,0,1,1,0,1,1,432,99,20,1,0,0,38656,623
1707808751,28,0,1,1,0,1,1,414,94,22,1,0,0,38656,602
1707808811,28,0,1,1,0,1,1,414,94,22,1,0,0,38656,602
1707808871,28,1,2,2,1,2,2,414,94,22,1,0,0,38656,608
1707808931,28,1,1,1,1,1,1,381,87,17,0,0,0,38656,558
1707808991,28,1,1,1,1,1,1,381,87,17,0,0,0,38656,558
1707809051,28,1,1,1,1,1,1,381,87,17,0,0,0,38656,558
1707809111,28,0,0,0,0,0,0,387,86,12,0,0,0,38656,552
1707809171,28,0,0,0,0,0,0,387,86,12,0,0,0,38656,552
1707809231,28,0,0,0,0,0,0,387,86,12,0,0,0,38656,552
1707809291,28,1,2,2,1,2,2,414,96,11,0,0,0,38656,598
1707809351,28,1,2,2,1,2,2,414,96,11,0,0,0,38656,598
1707809411,28,1,2,2,1,2,2,414,96,11,0,0,0,38656,598
1707809471,28,1,2,2,1,2,2,408,94,14,0,0,0,38656,593
1707809531,28,1,2,2,1,2,2,408,94,14,0,0,0,38656,593
1707809591,28,1,2,2,1,2,2,408,94,14,0,0,0,38656,593
1707809651,28,1,2,2,1,2,2,429,105,14,0,0,0,38656,625
1707809712,28,1,2,2,1,2,2,429,105,14,0,0,0,38656,625
1707809772,28,1,2,2,1,2,2,429,105,14,0,0,0,38656,625
1707809832,28,2,2,2,2,2,2,456,111,16,0,0,0,38656,662
1707809892,28,2,2,2,2,2,2,456,111,16,0,0,0,38656,662
1707809952,28,2,2,2,2,2,2,456,111,16,0,0,0,38656,662
1707810012,28,2,2,2,2,2,2,483,115,18,0,0,0,38656,695
1707810072,28,2,2,2,2,2,2,483,115,18,0,0,0,38656,695
1707810132,28,2,2,2,2,2,2,483,115,18,0,0,0,38656,695
1707810192,28,2,2,2,2,2,2,462,115,18,0,0,0,38656,674
1707810252,28,2,2,2,2,2,2,462,115,18,0,0,0,38656,674
1707810312,28,2,2,2,2,2,2,462,115,18,0,0,0,38656,674
1707810372,28,2,2,2,2,2,2,483,131,19,0,0,0,38656,712
1707810432,28,2,2,2,2,2,2,483,131,19,0,0,0,38656,712
1707810492,28,2,2,2,2,2,2,483,131,19,0,0,0,38656,712
1707810552,28,2,2,2,2,2,2,468,127,17,1,0,0,38656,692
1707810612,28,2,2,2,2,2,2,468,127,17,1,0,0,38656,692
1707810672,28,2,2,2,2,2,2,468,127,17,1,0,0,38656,692
1707810732,28,2,3,3,2,3,3,489,132,18,2,0,0,38656,724
1707810792,28,2,3,3,2,3,3,489,132,18,2,0,0,38656,724
1707810852,28,2,3,3,2,3,3,489,132,18,2,0,0,38656,724
1707810912,28,2,2,3,2,2,3,462,125,16,2,0,0,38656,686
1707810973,28,2,2,3,2,2,3,462,125,16,2,0,0,38656,686
1707811033,28,2,2,3,2,2,3,462,125,16,2,0,0,38656,686
1707811093,28,2,3,3,2,3,3,450,124,22,3,0,0,38656,682
1707811153,28,2,3,3,2,3,3,450,124,22,3,0,0,38656,682
1707811213,28,2,3,3,2,3,3,450,124,22,3,0,0,38656,682
1707811273,28,2,3,3,2,3,3,444,121,22,3,0,0,38656,673
1707811333,28,2,3,3,2,3,3,444,121,22,3,0,0,38656,673
1707811393,28,2,3,3,2,3,3,444,121,22,3,0,0,38656,673
1707811453,28,2,3,4,2,3,4,480,131,25,3,0,0,38656,724
1707811513,28,2,3,4,2,3,4,480,131,25,3,0,0,38656,724
1707811573,28,2,3,4,2,3,4,480,131,25,3,0,0,38656,724
1707811633,28,2,3,4,2,3,4,531,148,23,3,0,0,38656,535
1707811693,28,2,3,4,2,3,4,531,148,23,3,0,0,38656,535
1707811753,28,2,3,4,2,3,4,531,148,23,3,0,0,38656,535
1707811813,28,2,4,4,2,4,4,525,151,23,3,0,0,38656,534
1707811873,28,2,4,4,2,4,4,525,151,23,3,0,0,38656,534
1707811933,28,2,4,4,2,4,4,525,151,23,3,0,0,38656,534
1707811993,28,2,4,4,2,4,4,537,156,23,3,0,0,38656,551
